"type","genotype","N","mean","sd","se","gene"
"11677","Ambr","wt",3,4.07560891932691,5.78014040247287,3.33716561732154,"Solyc10g078920.1.1"
"11678","Aother","wt",5,9.34767568411989,6.07597474440801,2.71725851161364,"Solyc10g078920.1.1"
"11679","Bmbr","wt",4,3.75923142373114,2.02076723735409,1.01038361867704,"Solyc10g078920.1.1"
"11680","Bother","wt",4,30.135422351664,43.5881381076578,21.7940690538289,"Solyc10g078920.1.1"
"11681","Cmbr","wt",6,3.92020133976919,4.22744276926659,1.72584628358691,"Solyc10g078920.1.1"
"11682","Cother","wt",3,9.95308468024132,4.74261337046342,2.73814910609937,"Solyc10g078920.1.1"
"11683","Ambr","wt",3,86.9789493857785,59.2866805345844,34.2291809660016,"Solyc10g080880.1.1"
"11684","Aother","wt",5,37.1853086012235,16.5222642087958,7.38898118261585,"Solyc10g080880.1.1"
"11685","Bmbr","wt",4,73.8432074964837,17.3698099379609,8.68490496898044,"Solyc10g080880.1.1"
"11686","Bother","wt",4,6.67710475738665,4.11707867887116,2.05853933943558,"Solyc10g080880.1.1"
"11687","Cmbr","wt",6,73.3134466678651,42.6568722308595,17.4145951647838,"Solyc10g080880.1.1"
"11688","Cother","wt",3,45.4629478930302,45.0393297660785,26.0034691645657,"Solyc10g080880.1.1"
"11689","Ambr","wt",3,16.79837146881,8.59784213999885,4.96396647397825,"Solyc10g081720.1.1"
"11690","Aother","wt",5,22.6859752091051,4.98081986306004,2.22749035949669,"Solyc10g081720.1.1"
"11691","Bmbr","wt",4,20.7382760279449,8.44633470786603,4.22316735393302,"Solyc10g081720.1.1"
"11692","Bother","wt",4,94.5340143770405,128.508781424508,64.254390712254,"Solyc10g081720.1.1"
"11693","Cmbr","wt",6,27.4794219948028,5.25458287373658,2.14517447530365,"Solyc10g081720.1.1"
"11694","Cother","wt",3,35.2681821352162,15.5412372270637,8.97273749658509,"Solyc10g081720.1.1"
"11695","Ambr","wt",3,29.5302435009388,9.03408819637417,5.21583325205945,"Solyc10g082030.1.1"
"11696","Aother","wt",5,36.7551494420565,12.0949431764384,5.40902302530271,"Solyc10g082030.1.1"
"11697","Bmbr","wt",4,34.8873632478574,20.4638701322086,10.2319350661043,"Solyc10g082030.1.1"
"11698","Bother","wt",4,149.106912575203,239.856658698805,119.928329349402,"Solyc10g082030.1.1"
"11699","Cmbr","wt",6,22.8615507693252,22.4542084694226,9.16689222136099,"Solyc10g082030.1.1"
"11700","Cother","wt",3,29.9457607277439,11.333065097122,6.54314818456695,"Solyc10g082030.1.1"
"11701","Ambr","wt",3,44.6867312082067,5.21102940657705,3.00858923064232,"Solyc10g086060.1.1"
"11702","Aother","wt",5,59.6289788486167,18.9931627749279,8.49400061449144,"Solyc10g086060.1.1"
"11703","Bmbr","wt",4,40.0769318067801,7.32805670202136,3.66402835101068,"Solyc10g086060.1.1"
"11704","Bother","wt",4,183.608135605147,256.459995337833,128.229997668916,"Solyc10g086060.1.1"
"11705","Cmbr","wt",6,40.3643120654662,13.0652547098929,5.3338678997887,"Solyc10g086060.1.1"
"11706","Cother","wt",3,50.8551536595812,11.1490604404275,6.43691304649225,"Solyc10g086060.1.1"
"11707","Ambr","wt",3,8.26058807580937,5.1047542356803,2.9472312321169,"Solyc11g005710.1.1"
"11708","Aother","wt",5,30.22471071111,4.32249499622221,1.93307852879111,"Solyc11g005710.1.1"
"11709","Bmbr","wt",4,44.8590906981091,15.4939883670129,7.74699418350644,"Solyc11g005710.1.1"
"11710","Bother","wt",4,4.67348897882081,4.37177935865397,2.18588967932698,"Solyc11g005710.1.1"
"11711","Cmbr","wt",6,13.3505382382551,5.94875777362577,2.42857019146634,"Solyc11g005710.1.1"
"11712","Cother","wt",3,38.3943606117166,54.4234387471716,31.4213870109046,"Solyc11g005710.1.1"
"11713","Ambr","wt",3,13.2128841707339,0.313824916092292,0.181186899784297,"Solyc11g008980.1.1"
"11714","Aother","wt",5,12.5830172425232,4.50444275970008,2.01444804228923,"Solyc11g008980.1.1"
"11715","Bmbr","wt",4,22.9895222232384,10.2289825039962,5.1144912519981,"Solyc11g008980.1.1"
"11716","Bother","wt",4,97.971353444087,169.486188497032,84.7430942485159,"Solyc11g008980.1.1"
"11717","Cmbr","wt",6,20.119167905123,5.8381817156446,2.38342770482929,"Solyc11g008980.1.1"
"11718","Cother","wt",3,19.2194463898664,13.1635598442626,7.59998481957878,"Solyc11g008980.1.1"
"11719","Ambr","wt",3,4.73233502831262,2.89492656286161,1.67138663035235,"Solyc11g013470.1.1"
"11720","Aother","wt",5,6.30290461286065,2.65072812346269,1.18544165478661,"Solyc11g013470.1.1"
"11721","Bmbr","wt",4,4.53347770417912,2.53980564182179,1.26990282091089,"Solyc11g013470.1.1"
"11722","Bother","wt",4,26.0421616643246,32.0260024016215,16.0130012008107,"Solyc11g013470.1.1"
"11723","Cmbr","wt",6,7.64017771281524,4.82225411824889,1.96867699995743,"Solyc11g013470.1.1"
"11724","Cother","wt",3,13.8266241936265,2.01588002629992,1.16386887583825,"Solyc11g013470.1.1"
"11725","Ambr","wt",3,11.4209079065047,6.00040814100949,3.46433725545945,"Solyc11g044600.1.1"
"11726","Aother","wt",5,10.3200099539094,3.60444474722573,1.61195669518776,"Solyc11g044600.1.1"
"11727","Bmbr","wt",4,2.93339830782612,2.21307478425272,1.10653739212636,"Solyc11g044600.1.1"
"11728","Bother","wt",4,33.5985197767198,50.2736647654961,25.136832382748,"Solyc11g044600.1.1"
"11729","Cmbr","wt",6,3.92326183691142,1.74037173819358,0.710503786889152,"Solyc11g044600.1.1"
"11730","Cother","wt",3,3.71974304556059,3.42438017533956,1.97706681603991,"Solyc11g044600.1.1"
"11731","Ambr","wt",3,18.1230058152426,11.5711277724291,6.68059373423947,"Solyc11g065360.1.1"
"11732","Aother","wt",5,9.12065227147032,7.57825929360299,3.38910058632317,"Solyc11g065360.1.1"
"11733","Bmbr","wt",4,18.1676679046993,8.88399685642398,4.44199842821199,"Solyc11g065360.1.1"
"11734","Bother","wt",4,33.6362068155973,47.5742672718737,23.7871336359369,"Solyc11g065360.1.1"
"11735","Cmbr","wt",6,26.8278228143669,9.79188672744397,3.99752101689479,"Solyc11g065360.1.1"
"11736","Cother","wt",3,13.6836405594624,9.23591054840868,5.33235544133506,"Solyc11g065360.1.1"
"11737","Ambr","wt",3,5.34918077641771,4.24194089317623,2.44908571656178,"Solyc11g065980.1.1"
"11738","Aother","wt",5,5.89613507332476,4.49980413446055,2.01237358601768,"Solyc11g065980.1.1"
"11739","Bmbr","wt",4,5.45984683238629,3.20161754451958,1.60080877225979,"Solyc11g065980.1.1"
"11740","Bother","wt",4,18.4815205302223,25.0991443178643,12.5495721589322,"Solyc11g065980.1.1"
"11741","Cmbr","wt",6,7.83541896265138,2.79231867084223,1.13995932380167,"Solyc11g065980.1.1"
"11742","Cother","wt",3,4.99430446637298,1.069169649774,0.617285385106398,"Solyc11g065980.1.1"
"11743","Ambr","wt",3,7.40102360638462,4.78025051949444,2.75987892422396,"Solyc11g068460.1.1"
"11744","Aother","wt",5,6.55922584333109,3.3681756267918,1.50629393233289,"Solyc11g068460.1.1"
"11745","Bmbr","wt",4,7.01440853075226,3.76642483384563,1.88321241692282,"Solyc11g068460.1.1"
"11746","Bother","wt",4,22.1566113319244,38.0153247797695,19.0076623898848,"Solyc11g068460.1.1"
"11747","Cmbr","wt",6,9.70900080668339,2.5900034915244,1.05736449771027,"Solyc11g068460.1.1"
"11748","Cother","wt",3,9.83078298874944,4.69327137738328,2.7096614931122,"Solyc11g068460.1.1"
"11749","Ambr","wt",3,32.6753477507451,6.1079286112247,3.5264142278816,"Solyc11g069610.1.1"
"11750","Aother","wt",5,28.0570637430502,7.41784358467671,3.31736050035957,"Solyc11g069610.1.1"
"11751","Bmbr","wt",4,30.9072295574521,8.24419764228904,4.12209882114452,"Solyc11g069610.1.1"
"11752","Bother","wt",4,76.2055825062305,97.8656842190221,48.9328421095111,"Solyc11g069610.1.1"
"11753","Cmbr","wt",6,28.9929208816881,11.3125474747147,4.61832816734358,"Solyc11g069610.1.1"
"11754","Cother","wt",3,42.86843401531,33.0918763628397,19.1056037260753,"Solyc11g069610.1.1"
"11755","Ambr","wt",3,2.56172486897658,2.20323295391283,1.27203713902903,"Solyc11g073090.1.1"
"11756","Aother","wt",5,2.34849468370458,2.70458358044204,1.20952654733963,"Solyc11g073090.1.1"
"11757","Bmbr","wt",4,1.69113838832306,1.67067011740877,0.835335058704384,"Solyc11g073090.1.1"
"11758","Bother","wt",4,27.6413767135119,49.4676596337527,24.7338298168764,"Solyc11g073090.1.1"
"11759","Cmbr","wt",6,1.21360638275531,1.0585081099077,0.432134126311953,"Solyc11g073090.1.1"
"11760","Cother","wt",3,1.29881713731701,0.795631971956016,0.459358333184679,"Solyc11g073090.1.1"
"11761","Ambr","wt",3,11.8289707087938,7.87125098970011,4.54446887776247,"Solyc12g006970.1.1"
"11762","Aother","wt",5,14.637991903011,10.5947829036656,4.73813095588979,"Solyc12g006970.1.1"
"11763","Bmbr","wt",4,19.8877035057602,12.6073109084231,6.30365545421153,"Solyc12g006970.1.1"
"11764","Bother","wt",4,59.3414103894586,89.7079358065418,44.8539679032709,"Solyc12g006970.1.1"
"11765","Cmbr","wt",6,25.0638648692213,12.8185916809441,5.23316813989972,"Solyc12g006970.1.1"
"11766","Cother","wt",3,22.6209311456676,11.8348389188124,6.83284743559222,"Solyc12g006970.1.1"
"11767","Ambr","wt",3,10.4564075112234,5.77226052763904,3.33261616946505,"Solyc12g009810.1.1"
"11768","Aother","wt",5,5.30095492892513,3.14080163919853,1.40460919381814,"Solyc12g009810.1.1"
"11769","Bmbr","wt",4,8.96006769285943,3.03561328868288,1.51780664434144,"Solyc12g009810.1.1"
"11770","Bother","wt",4,23.5182023314965,28.6421612095571,14.3210806047785,"Solyc12g009810.1.1"
"11771","Cmbr","wt",6,14.4191468334041,4.82435001445142,1.9695326459991,"Solyc12g009810.1.1"
"11772","Cother","wt",3,6.06289759984203,4.38683148329033,2.53273833776719,"Solyc12g009810.1.1"
"11773","Ambr","wt",3,16.3484123797647,5.71831683747086,3.30147176542537,"Solyc12g011180.1.1"
"11774","Aother","wt",5,13.3212798953304,4.68922354765611,2.09708452285036,"Solyc12g011180.1.1"
"11775","Bmbr","wt",4,20.2276066081413,3.28912662203118,1.64456331101559,"Solyc12g011180.1.1"
"11776","Bother","wt",4,43.8124164515635,53.3246063813102,26.6623031906551,"Solyc12g011180.1.1"
"11777","Cmbr","wt",6,18.4797783226454,8.07848204547923,3.29802648460991,"Solyc12g011180.1.1"
"11778","Cother","wt",3,18.0913477549765,8.6706239525057,5.00598707302118,"Solyc12g011180.1.1"
"11779","Ambr","wt",3,7.87829121654454,4.67822153447055,2.70097246225528,"Solyc12g019000.1.1"
"11780","Aother","wt",5,11.0446591799848,5.59560444824933,2.50243038429714,"Solyc12g019000.1.1"
"11781","Bmbr","wt",4,7.083017765435,5.30111230185676,2.65055615092838,"Solyc12g019000.1.1"
"11782","Bother","wt",4,58.9649401589674,100.658615094621,50.3293075473104,"Solyc12g019000.1.1"
"11783","Cmbr","wt",6,5.76370949292137,4.02717885891123,1.64408888454272,"Solyc12g019000.1.1"
"11784","Cother","wt",3,4.39404191006334,3.28872014712862,1.89874346223405,"Solyc12g019000.1.1"
"11785","Ambr","wt",3,3.05020903689751,3.44721177137569,1.9902486441574,"Solyc12g019410.1.1"
"11786","Aother","wt",5,7.21563881842599,2.63872962860673,1.18007576476149,"Solyc12g019410.1.1"
"11787","Bmbr","wt",4,3.23928045308104,3.20895126815759,1.6044756340788,"Solyc12g019410.1.1"
"11788","Bother","wt",4,88.3117848279239,148.968239794006,74.484119897003,"Solyc12g019410.1.1"
"11789","Cmbr","wt",6,7.42877759155194,4.43549057890994,1.81078144620855,"Solyc12g019410.1.1"
"11790","Cother","wt",3,3.49777398502725,1.26993275569679,0.733196018354262,"Solyc12g019410.1.1"
"11791","Ambr","wt",3,113.958253768019,72.4174783635268,41.8102506272161,"Solyc12g043000.1.1"
"11792","Aother","wt",5,93.026221845661,20.1672348416259,9.01906160481554,"Solyc12g043000.1.1"
"11793","Bmbr","wt",4,83.1020532964702,14.9191482415998,7.45957412079988,"Solyc12g043000.1.1"
"11794","Bother","wt",4,321.824741119873,512.09070038087,256.045350190435,"Solyc12g043000.1.1"
"11795","Cmbr","wt",6,80.1991779413279,19.1802236912733,7.83029353267679,"Solyc12g043000.1.1"
"11796","Cother","wt",3,60.604924809234,15.3069379676242,8.83746475607672,"Solyc12g043000.1.1"
"11797","Ambr","wt",3,17.6462727208788,7.25485084906907,4.18859009064061,"Solyc12g044230.1.1"
"11798","Aother","wt",5,22.654436022223,9.53372106341121,4.26360967526181,"Solyc12g044230.1.1"
"11799","Bmbr","wt",4,23.4571465425501,4.80806049332364,2.40403024666182,"Solyc12g044230.1.1"
"11800","Bother","wt",4,122.818060583494,209.229381408069,104.614690704034,"Solyc12g044230.1.1"
"11801","Cmbr","wt",6,29.8883036901721,10.6700651796951,4.35603586874851,"Solyc12g044230.1.1"
"11802","Cother","wt",3,22.3073013309062,10.4116812614999,6.01118697904355,"Solyc12g044230.1.1"
"11803","Ambr","wt",3,11.7575856304431,4.2685268066031,2.46443510083543,"Solyc12g049590.1.1"
"11804","Aother","wt",5,7.9635782694649,3.11991777809728,1.39526964720712,"Solyc12g049590.1.1"
"11805","Bmbr","wt",4,7.64897656849419,3.19412678891381,1.59706339445691,"Solyc12g049590.1.1"
"11806","Bother","wt",4,44.3203931967465,65.6439409726077,32.8219704863039,"Solyc12g049590.1.1"
"11807","Cmbr","wt",6,9.92049593120577,4.21115121941407,1.71919528621061,"Solyc12g049590.1.1"
"11808","Cother","wt",3,11.3912057975724,4.77218013082484,2.7552194831531,"Solyc12g049590.1.1"
"11809","Ambr","wt",3,0.34734307007435,0.601615845025731,0.34734307007435,"Solyc12g056710.1.1"
"11810","Aother","wt",5,2.57450063964341,2.17272569571239,0.971672470414686,"Solyc12g056710.1.1"
"11811","Bmbr","wt",4,0.151200429665485,0.271593163415192,0.135796581707596,"Solyc12g056710.1.1"
"11812","Bother","wt",4,12.2815195749908,17.7853588016493,8.89267940082464,"Solyc12g056710.1.1"
"11813","Cmbr","wt",6,5.05185371452376,11.4011423352575,4.65449686770407,"Solyc12g056710.1.1"
"11814","Cother","wt",3,3.3711956251009,2.09818365374432,1.21138689729855,"Solyc12g056710.1.1"
"11815","Ambr","wt",3,2.57778363480553,2.37004809291345,1.36834790443594,"Solyc12g088460.1.1"
"11816","Aother","wt",5,3.04507101427457,2.13102877516369,0.953025040654826,"Solyc12g088460.1.1"
"11817","Bmbr","wt",4,3.13445095097838,2.76370757870495,1.38185378935248,"Solyc12g088460.1.1"
"11818","Bother","wt",4,42.4647148388843,75.1607432639903,37.5803716319952,"Solyc12g088460.1.1"
"11819","Cmbr","wt",6,2.045013084585,3.13645242865112,1.28045134211805,"Solyc12g088460.1.1"
"11820","Cother","wt",3,1.17180990628099,1.41892203100407,0.819215016559292,"Solyc12g088460.1.1"
"11821","Ambr","wt",3,17.9592633882256,6.98188329755491,4.03099220129388,"Solyc12g096100.1.1"
"11822","Aother","wt",5,24.9586899318611,8.97495009566199,4.01371970171369,"Solyc12g096100.1.1"
"11823","Bmbr","wt",4,25.901933096945,13.6453683651176,6.82268418255882,"Solyc12g096100.1.1"
"11824","Bother","wt",4,103.38127764771,156.034020796758,78.017010398379,"Solyc12g096100.1.1"
"11825","Cmbr","wt",6,22.0074122492708,15.0255060746913,6.13413716834713,"Solyc12g096100.1.1"
"11826","Cother","wt",3,29.2151093308749,12.5815702852238,7.26397299100214,"Solyc12g096100.1.1"
"11827","Ambr","wt",3,10.7603791007114,7.82368683693708,4.51700770136095,"Solyc12g097030.1.1"
"11828","Aother","wt",5,23.4888416566307,11.7269538894362,5.24445321315697,"Solyc12g097030.1.1"
"11829","Bmbr","wt",4,15.343363411073,6.41594027337227,3.20797013668613,"Solyc12g097030.1.1"
"11830","Bother","wt",4,103.639195561366,175.564460448798,87.7822302243989,"Solyc12g097030.1.1"
"11831","Cmbr","wt",6,15.2301580437886,6.9931667700804,2.85494837881402,"Solyc12g097030.1.1"
"11832","Cother","wt",3,7.65203286613823,4.72086441506551,2.7255923408458,"Solyc12g097030.1.1"
"11833","Ambr","wt",3,0.253827628131256,0.439642348288035,0.253827628131256,"Solyc12g097060.1.1"
"11834","Aother","wt",5,3.65296205510256,5.92572613080651,2.65006528890603,"Solyc12g097060.1.1"
"11835","Bmbr","wt",4,0.986750911046667,0.553982294882234,0.276991147441117,"Solyc12g097060.1.1"
"11836","Bother","wt",4,107.428889078372,193.48004887567,96.7400244378351,"Solyc12g097060.1.1"
"11837","Cmbr","wt",6,0.695069933513189,1.54857550526099,0.632203302677014,"Solyc12g097060.1.1"
"11838","Cother","wt",3,2.82911919695663,1.92843904339451,1.11338480081961,"Solyc12g097060.1.1"
"11839","Ambr","wt",3,147.29459489585,14.3775147382939,8.30086200443179,"Solyc00g019730.1.1"
"11840","Aother","wt",5,117.466811710097,23.667929332134,10.5846197746626,"Solyc00g019730.1.1"
"11841","Bmbr","wt",4,66.9864115552925,16.6721569466284,8.33607847331419,"Solyc00g019730.1.1"
"11842","Bother","wt",4,185.155905455352,141.016262448885,70.5081312244427,"Solyc00g019730.1.1"
"11843","Cmbr","wt",6,180.67197341889,130.557861000906,53.3000235602386,"Solyc00g019730.1.1"
"11844","Cother","wt",3,123.483376520264,30.8921081390252,17.8355669499012,"Solyc00g019730.1.1"
"11845","Ambr","wt",3,4.90387732296842,3.27469057063579,1.8906434824693,"Solyc00g142160.1.1"
"11846","Aother","wt",5,3.41520386787643,2.67349270066379,1.19562228320674,"Solyc00g142160.1.1"
"11847","Bmbr","wt",4,14.144665964056,17.7220622007593,8.86103110037966,"Solyc00g142160.1.1"
"11848","Bother","wt",4,2.7138948903308,1.91216711940813,0.956083559704065,"Solyc00g142160.1.1"
"11849","Cmbr","wt",6,5.47620947149688,4.85369493474003,1.98151265954073,"Solyc00g142160.1.1"
"11850","Cother","wt",3,11.5940118354218,13.814098976494,7.97557376269095,"Solyc00g142160.1.1"
"11851","Ambr","wt",3,32.6749255942425,17.3556133433505,10.0202680357345,"Solyc01g008160.2.1"
"11852","Aother","wt",5,37.5680346608721,7.98398889383086,3.57054837964183,"Solyc01g008160.2.1"
"11853","Bmbr","wt",4,67.8307291508899,34.0584753289807,17.0292376644903,"Solyc01g008160.2.1"
"11854","Bother","wt",4,23.6375276596862,12.5248402351999,6.26242011759994,"Solyc01g008160.2.1"
"11855","Cmbr","wt",6,34.1583495192612,9.84047096109436,4.01735544722606,"Solyc01g008160.2.1"
"11856","Cother","wt",3,38.7090049001523,17.3391742392136,10.0107769145358,"Solyc01g008160.2.1"
"11857","Ambr","wt",3,16.1866187768835,10.8984003562411,6.29219437941209,"Solyc01g081290.2.1"
"11858","Aother","wt",5,19.7032151303926,4.31907969243964,1.93155115850678,"Solyc01g081290.2.1"
"11859","Bmbr","wt",4,33.9130053790239,26.5408599680533,13.2704299840266,"Solyc01g081290.2.1"
"11860","Bother","wt",4,9.81781905372006,3.88866532203272,1.94433266101636,"Solyc01g081290.2.1"
"11861","Cmbr","wt",6,19.5165041558971,6.15406046211857,2.51238466307116,"Solyc01g081290.2.1"
"11862","Cother","wt",3,43.626877989223,43.6626515797293,25.2086436430896,"Solyc01g081290.2.1"
"11863","Ambr","wt",3,29.3548394342531,24.3332227379734,14.0487926980201,"Solyc01g086710.2.1"
"11864","Aother","wt",5,20.8293639399529,13.3948812629457,5.99037301089697,"Solyc01g086710.2.1"
"11865","Bmbr","wt",4,48.5501609851962,39.410322829591,19.7051614147955,"Solyc01g086710.2.1"
"11866","Bother","wt",4,14.334052187529,6.33319436743264,3.16659718371632,"Solyc01g086710.2.1"
"11867","Cmbr","wt",6,31.33165716512,19.2469176673659,7.85752123440084,"Solyc01g086710.2.1"
"11868","Cother","wt",3,24.5653432965963,8.50890431848559,4.91261819878642,"Solyc01g086710.2.1"
"11869","Ambr","wt",3,0.988591814826997,1.71229125122708,0.988591814826997,"Solyc01g087050.2.1"
"11870","Aother","wt",5,7.6495560396211,16.9929823208116,7.59949272195737,"Solyc01g087050.2.1"
"11871","Bmbr","wt",4,0.815210422999417,0.871649155031455,0.435824577515727,"Solyc01g087050.2.1"
"11872","Bother","wt",4,8.28268066274046,5.09794024648975,2.54897012324487,"Solyc01g087050.2.1"
"11873","Cmbr","wt",6,25.8223562439421,9.6828257854934,3.95299707378709,"Solyc01g087050.2.1"
"11874","Cother","wt",3,11.0662128158952,9.58190756386433,5.53211691134718,"Solyc01g087050.2.1"
"11875","Ambr","wt",3,7.81255331083949,1.9904066448236,1.14916181218573,"Solyc01g090420.2.1"
"11876","Aother","wt",5,5.36527561591011,3.33278821841823,1.49046820219872,"Solyc01g090420.2.1"
"11877","Bmbr","wt",4,17.2793195674114,24.3009557048815,12.1504778524408,"Solyc01g090420.2.1"
"11878","Bother","wt",4,5.37764475170196,3.31741204953193,1.65870602476596,"Solyc01g090420.2.1"
"11879","Cmbr","wt",6,5.03907010665899,4.80635498166299,1.96218620462639,"Solyc01g090420.2.1"
"11880","Cother","wt",3,4.18947215368721,1.62053598943314,0.935616889730699,"Solyc01g090420.2.1"
"11881","Ambr","wt",3,6.86048963086864,3.78113214263212,2.1830376603902,"Solyc01g095630.2.1"
"11882","Aother","wt",5,9.16396441067442,6.20397449535249,2.77450174045662,"Solyc01g095630.2.1"
"11883","Bmbr","wt",4,11.2382307259234,8.57434440481884,4.28717220240942,"Solyc01g095630.2.1"
"11884","Bother","wt",4,5.32849789740073,3.24510367682791,1.62255183841396,"Solyc01g095630.2.1"
"11885","Cmbr","wt",6,3.11775662627859,2.29830184744381,0.938277800188873,"Solyc01g095630.2.1"
"11886","Cother","wt",3,3.25300978834605,2.81787808607781,1.62690267154057,"Solyc01g095630.2.1"
"11887","Ambr","wt",3,137.121640877784,46.1980618584601,26.6724634500209,"Solyc01g102570.2.1"
"11888","Aother","wt",5,65.0973493949268,30.4780630587465,13.6302041643765,"Solyc01g102570.2.1"
"11889","Bmbr","wt",4,124.927037631448,47.7714330076956,23.8857165038478,"Solyc01g102570.2.1"
"11890","Bother","wt",4,37.9701385802643,14.7673804287843,7.38369021439214,"Solyc01g102570.2.1"
"11891","Cmbr","wt",6,69.8567337248708,36.6826440077971,14.9756267058776,"Solyc01g102570.2.1"
"11892","Cother","wt",3,62.4335607086607,7.04480360073103,4.06731925527011,"Solyc01g102570.2.1"
"11893","Ambr","wt",3,16.4412964745491,6.88963239677484,3.97773111889552,"Solyc01g103200.2.1"
"11894","Aother","wt",5,17.5239301446264,6.86230011013764,3.06891390565441,"Solyc01g103200.2.1"
"11895","Bmbr","wt",4,29.0338962179308,32.2067548074017,16.1033774037008,"Solyc01g103200.2.1"
"11896","Bother","wt",4,23.9727615108198,8.97052141605733,4.48526070802867,"Solyc01g103200.2.1"
"11897","Cmbr","wt",6,19.4771621685598,6.84817395866708,2.79575531142498,"Solyc01g103200.2.1"
"11898","Cother","wt",3,12.8816421607712,9.10349622797238,5.25590599778659,"Solyc01g103200.2.1"
"11899","Ambr","wt",3,3.24292141395247,1.5303085001481,0.883524024503679,"Solyc01g105680.2.1"
"11900","Aother","wt",5,4.63635030366116,3.28926563809767,1.47100431256812,"Solyc01g105680.2.1"
"11901","Bmbr","wt",4,0.410626220173713,0.729157843940716,0.364578921970358,"Solyc01g105680.2.1"
"11902","Bother","wt",4,9.93572817144642,6.42420985825895,3.21210492912947,"Solyc01g105680.2.1"
"11903","Cmbr","wt",6,8.16340259615095,14.1400800098488,5.772663491043,"Solyc01g105680.2.1"
"11904","Cother","wt",3,9.41368348588904,9.63437576990017,5.56240944422587,"Solyc01g105680.2.1"
"11905","Ambr","wt",3,2.31762291339281,1.58562974867813,0.9154637622344,"Solyc01g107800.2.1"
"11906","Aother","wt",5,8.19099438173453,3.1664695361273,1.41608822629258,"Solyc01g107800.2.1"
"11907","Bmbr","wt",4,0.799762112362937,1.35273941970203,0.676369709851015,"Solyc01g107800.2.1"
"11908","Bother","wt",4,14.3240239305809,14.0609143271883,7.03045716359415,"Solyc01g107800.2.1"
"11909","Cmbr","wt",6,5.13672435551972,4.90518097408504,2.00253174708608,"Solyc01g107800.2.1"
"11910","Cother","wt",3,7.40346990619644,5.67316517008569,3.27540343810618,"Solyc01g107800.2.1"
"11911","Ambr","wt",3,0.187030883886188,0.323946993475393,0.187030883886188,"Solyc01g111070.2.1"
"11912","Aother","wt",5,1.55138816977555,0.774388283252372,0.346316968466333,"Solyc01g111070.2.1"
"11913","Bmbr","wt",4,0.117990807654077,0.205474342783096,0.102737171391548,"Solyc01g111070.2.1"
"11914","Bother","wt",4,2.19733770632389,1.41976923254547,0.709884616272733,"Solyc01g111070.2.1"
"11915","Cmbr","wt",6,2.65580105032588,1.72243582356681,0.703181480404867,"Solyc01g111070.2.1"
"11916","Cother","wt",3,0.485698213999639,0.600186297782325,0.34651772058855,"Solyc01g111070.2.1"
"11917","Ambr","wt",3,7.24556222246796,7.05535288451347,4.07340988710166,"Solyc02g062690.2.1"
"11918","Aother","wt",5,19.3643541972725,8.12317517474791,3.63279437677501,"Solyc02g062690.2.1"
"11919","Bmbr","wt",4,1.82910576920691,2.31735097893961,1.1586754894698,"Solyc02g062690.2.1"
"11920","Bother","wt",4,15.3884356582726,5.21467557372584,2.60733778686292,"Solyc02g062690.2.1"
"11921","Cmbr","wt",6,9.31401016180517,6.9698897879329,2.84544559064515,"Solyc02g062690.2.1"
"11922","Cother","wt",3,9.38926426726239,10.5984537536342,6.1190201276545,"Solyc02g062690.2.1"
"11923","Ambr","wt",3,2.32701947926389,2.15565060576142,1.24456545751514,"Solyc02g064990.2.1"
"11924","Aother","wt",5,5.12441801969029,2.78836334032717,1.24699399498799,"Solyc02g064990.2.1"
"11925","Bmbr","wt",4,1.2437187054103,1.82707352238784,0.913536761193918,"Solyc02g064990.2.1"
"11926","Bother","wt",4,5.18328469886179,3.18603980405746,1.59301990202873,"Solyc02g064990.2.1"
"11927","Cmbr","wt",6,12.0364958017204,5.79736959635247,2.36676622689807,"Solyc02g064990.2.1"
"11928","Cother","wt",3,3.190607809469,2.02310988780369,1.16804303832366,"Solyc02g064990.2.1"
"11929","Ambr","wt",3,17.6920521318828,4.21106331238349,2.43125853697917,"Solyc02g065350.2.1"
"11930","Aother","wt",5,21.1581680817018,7.15223548800892,3.19857694845487,"Solyc02g065350.2.1"
"11931","Bmbr","wt",4,38.1343449718629,22.1264621368297,11.0632310684149,"Solyc02g065350.2.1"
"11932","Bother","wt",4,15.4467429268578,9.63965367265989,4.81982683632995,"Solyc02g065350.2.1"
"11933","Cmbr","wt",6,19.0526877727944,3.66327257044027,1.4955247643854,"Solyc02g065350.2.1"
"11934","Cother","wt",3,43.6036300997622,31.9202594679135,18.4291703964025,"Solyc02g065350.2.1"
"11935","Ambr","wt",3,0.812521368820732,0.885438529583223,0.51120817340574,"Solyc02g065490.2.1"
"11936","Aother","wt",5,1.52813837170304,1.50463625262549,0.672893788456227,"Solyc02g065490.2.1"
"11937","Bmbr","wt",4,1.38921355044336,1.37661900754331,0.688309503771657,"Solyc02g065490.2.1"
"11938","Bother","wt",4,0.575581164210913,0.756204475091985,0.378102237545993,"Solyc02g065490.2.1"
"11939","Cmbr","wt",6,9.31902300142054,7.99805438752691,3.26519203074486,"Solyc02g065490.2.1"
"11940","Cother","wt",3,1.7660381478641,2.227496262638,1.28604556685294,"Solyc02g065490.2.1"
"11941","Ambr","wt",3,33.6832188918592,6.48979659232027,3.74688580956202,"Solyc02g069830.2.1"
